winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
0.628436401956,0.5606013729,-1,71.2626696634,1.0,1.0,3,5,3.0,3.0,0,45.0,60.0,1
0.514346152202,0.416497907738,?,70.0471004593,3.0,1.0,5,2,?,3.0,1,37.0,32.0,1
0.274185744749,0.667105779542,-1,62.9943699147,1.0,1.0,3,2,2.0,3.0,0,35.0,93.0,1
0.0811501153349,0.118789213331,0,61.4714425442,2.0,4.0,3,1,1.0,1.0,0,89.0,49.0,0
0.494765105649,0.704472254903,1,66.5854308365,2.0,2.0,2,3,0.0,3.0,0,40.0,24.0,?
0.536715467724,0.617614848292,1,66.4358811289,1.0,4.0,5,4,2.0,3.0,1,73.0,52.0,0
0.697373216733,0.570845134216,1,70.1942763881,2.0,3.0,2,5,4.0,3.0,0,40.0,58.0,0
0.814623954127,0.478908462252,1,63.5580898181,3.0,2.0,2,?,3.0,4.0,1,24.0,66.0,0
0.342526011793,0.483075162009,0,65.5671892167,1.0,0.0,5,?,2.0,2.0,0,25.0,39.0,1
0.362756799566,0.642263274709,0,?,2.0,1.0,2,2,2.0,2.0,0,37.0,46.0,1
-0.0419513272604,0.371922847306,1,71.4750603347,?,2.0,5,1,3.0,3.0,1,40.0,48.0,0
0.770254943307,0.655344555469,0,70.388418887,0.0,2.0,4,2,2.0,1.0,0,43.0,42.0,0
0.378325148841,0.740484750852,0,75.9903296699,0.0,2.0,4,2,2.0,3.0,1,34.0,33.0,0
?,0.581220818783,0,68.5802132795,3.0,1.0,3,5,2.0,2.0,1,75.0,47.0,1
0.601366046151,0.798940155522,0,58.4437202486,2.0,1.0,2,3,1.0,3.0,0,10.0,55.0,1
0.333153729421,0.665297037291,0,70.2380210515,?,3.0,4,1,3.0,0.0,1,62.0,67.0,0
0.60782543963,0.541630901856,-1,66.9681330485,1.0,3.0,4,1,3.0,4.0,0,44.0,69.0,0
0.475313373924,0.573082516491,0,59.358212433,2.0,3.0,4,3,2.0,2.0,0,70.0,72.0,0
0.405231502437,0.193496253712,0,64.5314522351,1.0,3.0,2,2,3.0,4.0,?,50.0,52.0,0
0.737636923613,0.698888012939,0,45.8409675088,3.0,1.0,5,4,2.0,?,0,31.0,20.0,1
0.365294379272,0.588416488651,1,68.7884930011,3.0,3.0,4,4,2.0,4.0,0,88.0,45.0,?
0.102231924376,?,0,72.2230286752,2.0,0.0,1,5,2.0,2.0,1,24.0,20.0,1
0.551766939457,0.478638503695,-1,68.4323055667,1.0,2.0,4,5,4.0,2.0,1,22.0,8.0,1
0.568874190401,0.481040616617,-1,62.3988928435,2.0,2.0,5,2,?,3.0,0,72.0,44.0,1
0.442668902391,1.00837797128,1,66.4841173598,1.0,2.0,3,4,4.0,2.0,0,52.0,29.0,0
0.585822179584,0.347065072005,?,59.4459196785,2.0,1.0,2,2,3.0,5.0,0,63.0,49.0,1
0.79778033178,0.965446263796,-1,?,3.0,2.0,4,5,3.0,4.0,0,65.0,49.0,1
?,0.424629002553,-1,57.4170022349,3.0,0.0,5,3,2.0,1.0,0,51.0,31.0,1
0.394614230614,0.49624510101,-1,71.2276607164,0.0,0.0,5,5,2.0,3.0,1,92.0,?,1
0.674486024947,0.587690250959,-1,74.9928955014,1.0,1.0,5,5,2.0,3.0,1,-12.0,62.0,0
0.679974942064,0.420886471819,-1,62.197574589,2.0,0.0,3,5,2.0,1.0,0,?,23.0,1
0.627914046891,0.517596669017,1,60.21834443,1.0,1.0,3,3,4.0,1.0,1,17.0,59.0,1
0.783242617632,0.626848237393,0,59.2941389447,1.0,3.0,1,1,3.0,1.0,?,65.0,29.0,1
0.470355519951,0.483482753212,1,75.2164606988,1.0,2.0,4,5,3.0,5.0,0,54.0,53.0,0
0.366572371719,0.770699406452,1,70.444624399,2.0,1.0,5,4,2.0,?,1,33.0,62.0,1
0.354929531503,0.47708885779,-1,67.4125554208,0.0,1.0,1,3,?,?,1,38.0,50.0,0
0.399946035075,0.493030253752,0,55.8527150718,1.0,1.0,4,3,2.0,4.0,0,?,47.0,1
0.343456060936,0.343715411675,-1,65.9265792388,?,3.0,5,1,2.0,1.0,0,84.0,72.0,?
0.578545837216,0.56595819766,1,49.3133473567,2.0,1.0,1,4,2.0,4.0,1,52.0,34.0,1
0.457584154748,0.60424091793,-1,57.5331055161,1.0,2.0,3,4,2.0,2.0,1,57.0,?,0
0.23779394753,0.366486307015,0,70.4333820447,1.0,1.0,4,3,3.0,2.0,1,36.0,88.0,1
0.388970579521,0.126995061484,1,71.2031664844,1.0,1.0,1,2,2.0,1.0,0,61.0,67.0,0
0.529614754256,0.531534240078,0,64.8126773029,2.0,1.0,3,3,2.0,1.0,0,37.0,34.0,?
0.20517302999,0.231055020979,0,68.4664350215,1.0,1.0,5,5,1.0,4.0,1,23.0,28.0,1
0.0837787417604,0.536779137922,1,71.6186995289,3.0,3.0,?,2,4.0,0.0,1,?,72.0,1
0.328955991384,0.716448730653,0,75.6400959446,1.0,1.0,2,3,1.0,1.0,0,36.0,52.0,1
0.436264907335,0.523181701485,0,60.2644985622,0.0,1.0,5,4,2.0,2.0,0,62.0,47.0,0
0.564426424598,0.582181835575,-1,67.2958119004,1.0,1.0,2,5,0.0,2.0,0,67.0,33.0,1
0.221808485779,?,?,64.5098641412,2.0,1.0,2,?,2.0,3.0,0,78.0,48.0,?
0.466562159798,0.271467632414,1,72.5555544393,1.0,5.0,1,3,5.0,2.0,0,48.0,51.0,0
0.718933309221,0.243368401694,-1,64.9565376175,2.0,1.0,4,?,3.0,1.0,0,34.0,10.0,1
0.511502795416,0.711987578365,1,72.0039715736,2.0,0.0,2,4,0.0,3.0,1,63.0,33.0,1
0.55061217268,0.0393945651378,1,74.9725815795,2.0,1.0,1,2,2.0,3.0,0,81.0,43.0,0
0.412130847889,0.436465904323,0,63.5216581528,1.0,1.0,?,2,4.0,2.0,1,80.0,50.0,1
0.493697441872,0.689292297959,-1,68.8571529287,1.0,1.0,1,1,1.0,3.0,1,12.0,65.0,1
0.546795893025,0.78120723622,?,69.6895140472,2.0,2.0,2,3,2.0,1.0,1,73.0,30.0,1
0.195072751161,0.369319932508,-1,69.171324785,3.0,2.0,2,2,2.0,1.0,1,47.0,59.0,1
0.402668522644,0.368780381308,-1,67.6897627647,3.0,1.0,5,3,3.0,4.0,0,71.0,27.0,1
0.59430196754,0.442169519309,0,65.0643166084,0.0,2.0,4,3,4.0,3.0,1,78.0,36.0,1
0.201547103097,0.831524898587,1,60.5133901753,3.0,0.0,2,4,1.0,1.0,0,45.0,45.0,1
0.554997030891,0.495955977422,1,67.432407418,2.0,1.0,4,1,1.0,?,0,38.0,33.0,1
0.223527825867,0.486895248949,0,69.1105900831,1.0,2.0,3,2,2.0,3.0,0,?,31.0,0
0.547873515461,0.672798986735,-1,68.3528986151,1.0,1.0,3,2,4.0,2.0,0,62.0,5.0,1
0.422040577419,0.655057360138,0,56.885787865,1.0,1.0,3,5,2.0,2.0,1,53.0,82.0,?
0.342437458029,0.183913706135,1,64.3487143177,2.0,3.0,2,3,4.0,3.0,1,?,67.0,0
0.374680982238,0.286373752796,1,64.1090756023,1.0,1.0,1,5,4.0,3.0,1,47.0,46.0,1
-0.0361202147353,0.713031775042,-1,61.4307749441,3.0,1.0,2,4,3.0,1.0,0,44.0,37.0,1
0.161689843186,0.801124891778,1,63.0429565894,3.0,1.0,3,3,3.0,4.0,1,60.0,10.0,1
0.712159534613,0.430404110896,1,70.4525209454,2.0,2.0,4,1,3.0,1.0,0,53.0,61.0,?
0.376443390399,0.46672909748,0,64.2299495043,4.0,0.0,?,3,?,3.0,1,50.0,24.0,1
0.306480385222,0.60843233098,0,?,1.0,3.0,2,1,4.0,2.0,0,40.0,41.0,0
0.675786568382,0.433719045372,-1,67.3684965741,1.0,?,1,5,2.0,0.0,0,9.0,40.0,1
0.538970898782,0.854232861278,0,60.4679766487,-1.0,?,4,4,2.0,1.0,1,37.0,56.0,0
0.649283911256,0.506349114126,0,69.1106347912,1.0,1.0,3,3,4.0,1.0,?,44.0,57.0,1
0.853334430051,0.954221759025,0,67.7128848482,-1.0,2.0,1,1,4.0,3.0,0,62.0,17.0,1
0.273839088617,0.428270388601,0,65.1273242052,2.0,0.0,3,?,3.0,4.0,1,50.0,41.0,1
0.396960664898,0.602525021316,0,?,2.0,1.0,3,1,2.0,1.0,1,49.0,74.0,1
0.109818807848,0.224078198701,-1,62.8412379859,1.0,1.0,2,2,2.0,3.0,1,79.0,91.0,1
0.458375447144,0.626690667439,1,63.6347692513,2.0,3.0,3,3,4.0,2.0,1,29.0,34.0,0
0.58332601988,0.428591622156,1,71.8909708368,1.0,3.0,4,?,3.0,2.0,1,48.0,21.0,1
0.396370327949,0.573754645778,0,55.4237296095,?,3.0,2,4,0.0,2.0,0,49.0,?,0
0.837355628495,0.613652967479,1,51.1751137497,0.0,0.0,5,4,3.0,2.0,1,43.0,63.0,1
0.114044770189,0.570120377122,1,61.3045792097,3.0,1.0,3,3,2.0,2.0,1,47.0,40.0,1
0.428932241875,0.650317634391,1,70.9432147827,2.0,1.0,2,?,?,3.0,0,43.0,34.0,1
0.145334148319,0.179676081093,-1,58.989511082,1.0,0.0,3,2,2.0,1.0,1,16.0,44.0,?
0.417058981208,0.811237311898,1,80.9666490203,2.0,0.0,3,2,2.0,4.0,0,80.0,83.0,1
0.221299064427,0.616766479418,0,61.8630689667,0.0,2.0,2,4,3.0,2.0,1,55.0,41.0,1
0.35561835338,0.751506125331,-1,67.1991217104,1.0,2.0,1,3,2.0,2.0,1,15.0,45.0,0
0.621604051769,0.298199177756,1,62.7275300156,1.0,1.0,4,5,3.0,4.0,0,56.0,23.0,1
0.668958738317,0.362727917766,1,64.9044285222,2.0,1.0,3,4,2.0,3.0,1,76.0,36.0,1
0.787295950701,0.831422319501,-1,64.8040033804,4.0,1.0,5,4,3.0,2.0,1,71.0,80.0,1
0.501692101379,0.902465586356,-1,61.6011247262,2.0,1.0,4,4,3.0,1.0,0,69.0,77.0,1
0.201581686942,0.79795878288,0,65.1445341586,1.0,2.0,2,4,4.0,2.0,1,78.0,21.0,1
0.438756993762,0.527384399576,?,60.9253162173,0.0,4.0,1,1,2.0,?,0,65.0,32.0,1
0.343212038305,0.793114673563,1,61.7531797074,1.0,1.0,5,4,2.0,3.0,0,44.0,29.0,1
0.662668613208,0.632641558078,1,63.8660474625,1.0,2.0,2,4,2.0,2.0,1,36.0,26.0,0
0.749015408281,0.304222096376,?,64.1277203184,2.0,2.0,1,2,?,3.0,1,29.0,62.0,0
0.596257591558,0.203287321503,?,57.691609735,1.0,2.0,2,2,3.0,3.0,1,43.0,64.0,0
0.274938894465,?,?,75.421278289,2.0,1.0,4,2,2.0,3.0,0,62.0,53.0,1
0.733592307534,0.472580548525,0,61.6568928495,1.0,3.0,5,4,2.0,2.0,0,43.0,44.0,0
0.325363340462,0.540452083019,0,60.6959212009,2.0,-1.0,3,2,2.0,3.0,0,29.0,61.0,1
0.31115917697,0.39148114889,1,52.3449200729,2.0,2.0,2,2,4.0,4.0,?,71.0,32.0,1
0.596751074309,0.342018202634,-1,70.1062764068,1.0,2.0,3,5,2.0,2.0,1,48.0,79.0,?
?,0.520846228385,0,52.7549291016,2.0,1.0,3,5,3.0,3.0,1,39.0,36.0,1
0.396195427506,0.280319375277,1,64.0917574382,2.0,3.0,5,1,3.0,2.0,1,32.0,29.0,0
0.149064008908,0.50570254189,0,52.2912550556,2.0,1.0,2,5,3.0,3.0,0,42.0,24.0,1
0.781350195077,?,1,71.3226371164,2.0,2.0,4,5,2.0,1.0,1,47.0,57.0,?
0.618542049869,0.661738148491,1,68.23804761,1.0,1.0,2,3,2.0,2.0,1,45.0,72.0,1
0.655908727454,0.635605919729,-1,63.1642684051,2.0,1.0,2,2,3.0,3.0,1,48.0,22.0,1
0.716131177133,0.64289157909,-1,67.7237471891,4.0,-1.0,5,4,4.0,4.0,0,53.0,39.0,1
0.332761947681,0.866340803523,1,65.0855376912,2.0,0.0,?,5,3.0,1.0,0,57.0,48.0,1
0.297785220581,1.02856813918,1,66.9655129477,0.0,?,4,2,3.0,4.0,0,89.0,71.0,0
0.317778003398,0.46277593888,0,66.5331453761,1.0,2.0,1,3,3.0,3.0,0,83.0,72.0,0
0.368718552382,0.793035437515,0,52.8658800506,1.0,1.0,2,1,1.0,3.0,0,?,22.0,?
0.729301462058,?,-1,66.8547957767,2.0,3.0,2,1,3.0,4.0,1,57.0,53.0,0
0.30700677475,0.470063325944,-1,69.2316829049,2.0,2.0,4,2,3.0,3.0,1,43.0,36.0,1
0.838889326178,0.314254596282,1,65.5569864202,1.0,1.0,?,?,3.0,3.0,0,21.0,75.0,0
?,0.263237044921,0,70.5781600192,0.0,2.0,1,4,2.0,2.0,1,85.0,22.0,1
0.557452367152,0.254884355942,1,69.0522904612,2.0,3.0,3,3,1.0,3.0,1,79.0,36.0,0
0.492775121098,0.498281276845,-1,63.1629932693,3.0,1.0,1,?,1.0,2.0,1,49.0,23.0,1
0.118550206723,0.59723071043,-1,55.3817479322,1.0,2.0,5,5,3.0,3.0,1,21.0,49.0,0
0.293748093244,0.119447388152,?,57.2996346968,3.0,3.0,3,3,3.0,2.0,1,72.0,69.0,0
0.398249675164,0.555315770737,1,70.7453288674,2.0,2.0,?,1,1.0,0.0,0,68.0,75.0,1
0.256299262037,0.603872315092,1,54.5553373882,1.0,?,1,3,1.0,2.0,1,50.0,84.0,1
0.390872270594,0.331520320082,-1,76.8337620831,1.0,0.0,5,5,0.0,2.0,0,55.0,35.0,1
0.111601785941,0.656182038871,0,56.0846763305,2.0,-1.0,3,5,3.0,4.0,0,36.0,54.0,1
0.341057559828,0.589561095613,1,63.5008247161,2.0,3.0,3,4,1.0,5.0,1,56.0,33.0,0
0.590291680467,0.411247575962,0,64.2625114391,1.0,3.0,2,3,3.0,3.0,0,46.0,44.0,0
?,0.448270496294,1,72.4654666551,1.0,2.0,2,4,3.0,3.0,1,52.0,23.0,1
0.277247568208,0.188143425527,-1,60.3868439964,0.0,1.0,4,1,2.0,3.0,0,46.0,45.0,0
0.079498565815,0.433814158876,0,63.0358464905,3.0,2.0,4,2,?,3.0,0,57.0,?,1
0.112280561961,0.231379527969,0,68.696814516,1.0,3.0,2,3,3.0,2.0,1,42.0,52.0,0
0.718877375937,0.102373585851,1,60.6425094784,2.0,1.0,3,2,1.0,3.0,0,37.0,15.0,0
0.356973139422,0.46153725986,0,54.971665144,1.0,0.0,5,5,1.0,2.0,0,49.0,39.0,1
0.318187967296,0.24041672111,1,60.5796990794,1.0,1.0,3,4,2.0,1.0,1,63.0,20.0,?
0.581955189476,0.273876453964,0,?,1.0,-1.0,1,1,2.0,2.0,1,63.0,7.0,1
0.350855934356,0.891787887352,-1,59.9458442762,2.0,3.0,4,2,3.0,2.0,1,30.0,56.0,?
0.23804056907,0.805171620893,1,76.245055562,1.0,1.0,5,4,2.0,1.0,1,28.0,?,1
0.661518512338,0.368440450362,1,75.20023769,1.0,3.0,2,2,3.0,2.0,0,53.0,57.0,0
0.432862424081,0.533875868061,?,?,2.0,1.0,3,5,3.0,3.0,0,52.0,71.0,1
0.669689066616,0.409832205587,1,57.9954517201,1.0,1.0,3,2,2.0,2.0,?,?,13.0,1
0.488105871463,0.620559304195,1,60.8345228969,1.0,2.0,4,3,?,3.0,0,36.0,75.0,0
0.478535544888,?,0,62.9107434514,2.0,1.0,2,5,2.0,2.0,1,57.0,78.0,1
0.644133770643,0.402807009833,-1,70.2701445335,1.0,0.0,1,1,2.0,2.0,0,?,73.0,1
0.903353087603,0.578545610746,1,69.2784474972,2.0,1.0,5,3,1.0,3.0,1,50.0,41.0,1
0.791050715838,0.64724489419,0,56.4275272459,2.0,0.0,4,5,4.0,3.0,1,60.0,52.0,1
0.801560171816,0.354178620775,-1,52.4967621353,1.0,2.0,1,2,2.0,3.0,1,26.0,49.0,0
0.420758404481,0.379572401721,-1,56.7550786418,1.0,0.0,4,2,2.0,2.0,?,70.0,56.0,1
0.273960930289,0.47077178894,-1,64.1419732212,3.0,0.0,5,3,3.0,4.0,1,?,39.0,1
0.00584120145512,0.367207638397,-1,75.4642378229,1.0,1.0,4,3,3.0,?,0,56.0,?,1
0.620950588024,0.709792210557,-1,71.4991467279,1.0,1.0,4,4,2.0,2.0,1,69.0,74.0,1
0.779759652687,0.594895372963,-1,74.4439769569,?,1.0,4,3,2.0,2.0,1,69.0,48.0,1
0.50813335371,0.0428439538058,1,66.0965419346,2.0,1.0,5,3,2.0,2.0,1,63.0,74.0,?
0.65919459448,0.211867117003,-1,62.2703436364,0.0,2.0,1,5,4.0,2.0,0,71.0,29.0,0
?,0.782175671808,1,71.5187505984,1.0,4.0,5,3,2.0,1.0,0,32.0,49.0,0
0.339106915227,0.125786847956,1,59.2436496278,1.0,?,3,2,4.0,2.0,1,20.0,48.0,0
0.509959520614,0.497288947388,0,74.426380703,2.0,?,2,4,1.0,3.0,1,38.0,3.0,1
0.432137395182,0.636722377421,0,73.3555255706,2.0,3.0,3,4,2.0,2.0,0,42.0,58.0,0
0.383876785504,0.319855308826,0,61.5091052576,2.0,2.0,2,2,2.0,2.0,0,67.0,63.0,?
0.319761470923,0.174305573756,1,66.9769695308,0.0,1.0,3,4,3.0,4.0,0,43.0,15.0,0
0.371164460681,0.126189025146,0,57.7312170808,2.0,1.0,4,1,?,?,?,42.0,55.0,0
0.0474918420569,?,1,?,2.0,0.0,4,4,5.0,2.0,1,41.0,53.0,1
0.735376351259,0.350843773587,0,70.7284067054,2.0,?,2,1,3.0,3.0,0,53.0,24.0,1
0.53093339881,0.20032471293,-1,64.9174798456,1.0,2.0,3,2,1.0,4.0,0,88.0,97.0,0
0.928375227043,0.575683896614,0,67.5397393582,0.0,2.0,4,?,2.0,1.0,0,52.0,73.0,0
0.626716174721,0.410610619958,0,74.2949181011,2.0,2.0,5,3,1.0,2.0,1,58.0,54.0,1
0.565903854325,0.822348898833,0,70.9860246687,1.0,?,5,1,2.0,2.0,?,38.0,53.0,1
0.383465836527,?,0,71.3761613189,4.0,2.0,3,1,2.0,2.0,0,33.0,32.0,1
0.444461998353,0.0907225505679,0,62.7955046874,2.0,1.0,1,1,3.0,2.0,0,69.0,40.0,0
0.70188119331,0.463770131007,0,72.7048783834,2.0,1.0,1,2,3.0,2.0,1,18.0,71.0,1
0.642980560287,0.505001171136,1,54.8369162215,3.0,2.0,3,2,3.0,4.0,0,56.0,32.0,1
0.899980293879,0.498435054614,1,69.6260117499,1.0,0.0,4,5,2.0,2.0,0,51.0,66.0,1
?,0.307715330459,0,72.5351973136,3.0,1.0,2,1,1.0,2.0,1,43.0,55.0,1
0.187594034702,0.786304550686,-1,73.6913016199,3.0,2.0,3,4,2.0,3.0,1,59.0,50.0,1
0.619772230089,0.754198609843,-1,50.3414526648,?,1.0,?,4,2.0,3.0,0,28.0,87.0,1
0.496333519731,0.322072549752,-1,62.9635434379,?,2.0,4,2,1.0,3.0,?,30.0,39.0,1
0.593787506355,0.634171134994,1,72.9302273478,2.0,0.0,4,5,1.0,2.0,0,37.0,39.0,1
0.637556473927,0.430827378275,1,68.1313931607,1.0,3.0,4,3,1.0,3.0,0,4.0,56.0,0
0.385040764663,0.514081111203,1,68.9465315376,3.0,2.0,3,1,2.0,0.0,1,57.0,46.0,1
0.377354235042,0.627480121688,-1,62.1078230312,?,1.0,1,1,2.0,4.0,?,71.0,50.0,1
0.786292990646,0.810731971339,-1,72.472191865,1.0,2.0,1,2,4.0,2.0,1,43.0,23.0,1
0.156128266198,0.588342112478,-1,55.1189712832,0.0,1.0,5,3,3.0,3.0,?,39.0,66.0,0
0.611702012999,0.236261399975,1,71.8353507525,0.0,1.0,5,3,2.0,0.0,1,49.0,14.0,0
0.575258800869,0.46703222138,1,61.2275769987,3.0,1.0,5,?,4.0,1.0,0,53.0,?,1
0.53494472569,0.42941185001,1,65.6456345967,1.0,3.0,2,5,3.0,3.0,1,61.0,69.0,0
?,0.548292034935,0,62.7171991827,1.0,1.0,3,1,3.0,3.0,0,57.0,57.0,1
0.50267764851,0.111006324051,-1,54.6391239548,2.0,1.0,4,1,2.0,2.0,1,?,47.0,0
0.419898300559,0.552628158789,-1,74.2025567608,2.0,2.0,5,2,3.0,4.0,0,56.0,40.0,1
0.607087329638,0.160024005143,1,62.0246943546,1.0,1.0,4,5,2.0,0.0,0,44.0,66.0,0
0.541101516327,0.737807166027,1,60.1501276658,1.0,0.0,5,5,3.0,0.0,0,73.0,18.0,1
0.396795637891,0.511182340514,-1,71.9852854832,2.0,3.0,4,4,3.0,2.0,0,15.0,35.0,0
0.40156144162,0.778497806888,0,78.4819481443,0.0,2.0,5,3,1.0,1.0,0,59.0,78.0,0
0.452935675029,0.804303456299,1,60.9805307655,2.0,0.0,2,?,2.0,3.0,1,21.0,61.0,1
0.439404654413,0.591386214622,0,72.4153393584,1.0,0.0,5,4,0.0,3.0,0,50.0,24.0,1
0.706918659928,0.390196973978,1,67.0588239882,1.0,0.0,2,1,2.0,2.0,0,52.0,49.0,1
0.550395952276,0.366335588001,0,56.4612313052,4.0,3.0,4,1,1.0,4.0,1,9.0,73.0,0
0.648858222897,0.681114508008,1,59.1215133956,1.0,1.0,4,5,1.0,2.0,0,71.0,61.0,1
0.53579066095,0.526649667421,1,67.5681914786,1.0,1.0,?,5,3.0,3.0,0,27.0,?,1
1.15955365564,0.197282952866,1,83.5661622716,0.0,2.0,4,5,2.0,2.0,0,45.0,31.0,0
0.0826356746752,0.627991697677,-1,77.2319309528,1.0,2.0,5,3,3.0,1.0,1,72.0,44.0,1
0.485432756838,0.69352739018,-1,58.0949796294,1.0,2.0,4,3,4.0,1.0,0,63.0,69.0,0
0.913204556766,0.704616943192,0,69.2068119479,1.0,1.0,3,1,1.0,3.0,0,35.0,61.0,1
1.03207791292,?,0,57.4628143726,2.0,3.0,1,3,1.0,3.0,0,50.0,35.0,0
0.819275968064,0.442469341184,?,60.119744986,3.0,1.0,1,4,0.0,4.0,0,?,61.0,0
0.237257502235,0.84639361197,-1,71.9889084627,1.0,1.0,1,3,2.0,2.0,0,80.0,?,1
0.567892442987,0.656684423507,1,59.0094964433,3.0,-1.0,1,4,5.0,1.0,1,75.0,48.0,1
0.475443497861,0.784376839986,1,72.2708601545,2.0,2.0,1,1,4.0,4.0,?,26.0,86.0,1
0.799622375367,0.481320006042,1,73.2672650261,0.0,?,2,3,3.0,?,?,41.0,74.0,1
0.485588776138,0.501268726037,-1,60.6697611706,2.0,1.0,2,5,1.0,1.0,1,37.0,60.0,1
0.696730547509,0.350632764142,0,69.7566854916,0.0,0.0,5,2,3.0,2.0,0,65.0,54.0,1
0.505211792781,0.648835409631,-1,62.8817861971,2.0,?,1,5,2.0,3.0,0,-6.0,24.0,0
0.441724311743,0.266394294232,0,62.4725179728,1.0,2.0,3,2,2.0,1.0,1,61.0,57.0,0
0.410932303919,0.287402048649,-1,66.09289098,?,1.0,3,5,1.0,2.0,0,57.0,59.0,?
0.827222381951,0.284223048347,1,67.7595912362,2.0,3.0,?,3,1.0,4.0,0,51.0,73.0,0
0.214029947411,0.821368068495,1,64.441558442,3.0,2.0,3,5,2.0,1.0,1,77.0,49.0,1
0.522354356419,0.339310068945,0,51.0466364746,1.0,2.0,2,3,3.0,2.0,?,43.0,47.0,0
0.555251282471,0.479605200033,1,73.1652894629,3.0,2.0,2,5,2.0,3.0,0,31.0,52.0,1
0.29847664165,0.750184878078,1,60.085910905,3.0,2.0,2,2,2.0,3.0,1,93.0,84.0,1
0.685580881562,0.129086227444,1,64.3873375036,1.0,0.0,2,2,0.0,1.0,0,60.0,57.0,0
0.600950104027,0.665949197515,0,64.1449065193,0.0,3.0,1,1,2.0,1.0,1,36.0,34.0,?
0.47170035631,0.11769683313,-1,65.3774806027,2.0,3.0,4,1,3.0,2.0,0,34.0,34.0,0
0.519560169293,0.760149085474,0,64.328616419,2.0,3.0,1,3,1.0,2.0,0,56.0,48.0,0
0.501319482028,0.129924863129,1,54.7229326457,0.0,3.0,5,1,1.0,2.0,1,89.0,43.0,0
0.572414038559,?,1,?,2.0,2.0,2,5,?,2.0,1,87.0,39.0,1
0.631595702873,0.466561225547,1,65.0375067388,2.0,1.0,2,2,3.0,2.0,1,80.0,39.0,1
0.0624659710442,?,1,49.9686953956,2.0,2.0,5,4,1.0,?,0,45.0,45.0,1
0.610324816614,0.422517633296,0,49.4803521833,1.0,1.0,4,3,2.0,2.0,1,53.0,20.0,1
0.402770135279,-0.03924861402,1,76.268854816,1.0,3.0,?,4,?,0.0,0,19.0,42.0,1
0.466431980909,0.562823768449,-1,81.4086682114,1.0,1.0,3,?,3.0,2.0,1,21.0,52.0,1
0.540228976033,0.690369970347,0,74.8333851748,2.0,2.0,1,2,2.0,2.0,1,28.0,60.0,?
0.553778121627,0.753089521263,0,70.4920828319,1.0,2.0,5,4,3.0,?,?,80.0,42.0,0
0.339232296121,0.461441967349,-1,58.1411316028,1.0,2.0,1,2,3.0,3.0,1,60.0,52.0,0
?,0.413458987413,-1,65.4345725004,2.0,3.0,4,5,2.0,5.0,0,65.0,75.0,0
0.38076309817,0.41113731534,?,70.0127598375,1.0,0.0,2,5,?,?,1,34.0,?,1
0.652910764779,0.75178526865,-1,69.077849887,2.0,3.0,1,4,3.0,3.0,1,60.0,35.0,1
0.462325012018,0.622316117809,1,58.8616176741,1.0,3.0,2,1,0.0,2.0,0,45.0,55.0,0
0.947938991965,0.541399962146,-1,60.4267290172,0.0,0.0,1,4,2.0,4.0,1,65.0,26.0,1
0.638976543753,0.527693843864,1,58.6464744635,2.0,0.0,5,5,3.0,2.0,1,78.0,28.0,1
0.465253096295,0.434155593323,-1,62.403673103,1.0,1.0,5,5,?,5.0,0,61.0,60.0,1
0.467636448568,0.210983063667,1,64.1668621087,3.0,3.0,2,1,4.0,1.0,1,82.0,27.0,1
0.00574981744048,0.536345639691,0,69.4846086179,1.0,-1.0,1,?,2.0,2.0,0,56.0,24.0,1
0.381187490792,0.501196763197,0,52.4459098916,2.0,1.0,1,1,3.0,3.0,1,77.0,43.0,1
0.772819035395,0.458452339972,?,57.0509751583,0.0,3.0,1,5,3.0,4.0,0,41.0,77.0,0
0.473749534548,0.740821515893,-1,66.8023472265,2.0,2.0,3,5,4.0,4.0,0,33.0,35.0,1
0.615408663198,0.675320840649,-1,59.2333956497,3.0,4.0,4,4,3.0,4.0,0,?,78.0,0
0.489226231652,0.521485265775,0,72.3941734057,1.0,2.0,?,1,0.0,2.0,0,45.0,47.0,0
0.154358080753,0.795875200212,-1,66.8626719875,0.0,1.0,2,1,2.0,3.0,1,20.0,?,0
0.636026397886,0.495054399439,1,64.8551189978,2.0,2.0,5,?,4.0,2.0,1,62.0,63.0,1
0.599427883111,0.53080791577,-1,60.3802511584,2.0,2.0,1,1,3.0,1.0,1,77.0,57.0,1
?,0.313495258769,0,72.8161140343,3.0,1.0,2,1,2.0,3.0,0,41.0,36.0,1
0.328614482109,?,-1,62.0849846793,2.0,1.0,4,5,2.0,?,0,?,28.0,1
0.175323653693,0.612395687019,0,53.141370435,3.0,1.0,1,1,3.0,3.0,1,30.0,30.0,1
0.547995849272,0.516738967201,?,?,0.0,2.0,5,4,2.0,0.0,0,43.0,39.0,0
0.590950804885,0.424425264924,0,66.2211456594,3.0,1.0,2,4,?,3.0,1,?,57.0,?
0.471047657731,0.751686263425,?,68.404396558,?,1.0,1,3,3.0,2.0,1,55.0,48.0,1
0.61733055124,0.448206801661,-1,65.312926922,3.0,1.0,1,5,3.0,3.0,0,39.0,76.0,1
0.496285595148,?,-1,77.3028362563,3.0,1.0,5,5,3.0,1.0,1,55.0,60.0,1
